ArticleCode;TrueDemandSegment;TrueProfile;Color;Category;Brand;Price;Demand01;Demand02;Demand03;Demand04;Demand05;Demand06;Demand07;Demand08;Demand09;Demand10;Demand11;Demand12;Demand13;Demand14;Demand15;Demand16;Demand17;Demand18;TotalDemand
1505;5;1;Brown;Tablets;Outise ;5.51;18;17;15;24;13;31;28;30;30;39;37;26;33;58;55;28;56;62;600
1506;1;2;Black;Accessories;Supranu ;32.9;12;9;5;6;5;5;6;3;3;3;3;4;2;4;2;2;2;1;77
1507;2;2;White;Accessories;Transible ;11.31;13;12;10;14;16;10;11;6;7;5;5;4;3;3;3;4;3;2;131
1508;3;2;Orange;Games;Kayosis;2.34;49;21;8;29;17;23;12;9;16;17;13;11;9;6;10;6;7;8;271
1509;4;2;Blue;Photography;Supranu ;5.24;62;36;35;36;28;31;25;30;22;15;15;26;18;13;10;11;4;6;423
1510;5;2;Green;Tablets;Transible ;2.62;55;60;37;35;34;27;28;26;28;23;18;16;15;17;13;6;11;12;461
1511;1;3;Yellow;Computers;Verer ;3.17;4;2;3;2;5;4;3;4;2;4;3;3;2;2;3;2;3;3;54
1512;2;3;Green;Games;Verer ;8.42;10;14;15;10;11;9;6;13;12;11;16;8;11;12;8;16;8;11;201
1513;3;3;Gray;Computers;Supranu ;1.7;11;13;12;14;18;8;15;16;13;10;12;15;14;16;23;14;15;14;253
1514;4;3;Purple;Games;Hyperive ;11.25;27;17;16;21;16;13;24;19;16;13;21;20;23;21;15;20;15;21;338
1515;5;3;Red;Telephone;Hyperive ;4.68;22;24;30;41;46;31;34;38;7;34;28;31;22;18;31;38;35;39;549
1516;1;1;Orange;Smart home;Mudeo ;14.78;2;2;4;3;4;2;4;4;5;7;5;6;7;4;11;10;10;9;99
1517;2;1;White;Television;Animity ;16.47;5;4;4;6;8;5;6;11;9;7;16;10;15;16;13;18;20;18;191
1518;3;1;Orange;Smart home;Mudeo ;10.61;6;7;7;7;4;6;8;10;9;10;14;14;16;11;22;19;18;26;214
1519;4;1;Purple;Smart home;Animity ;2.44;8;9;11;8;11;16;16;14;12;15;17;22;23;28;20;39;38;29;336
1520;5;1;Blue;Smart home;Mudeo ;5.76;9;13;13;6;15;17;19;33;29;22;32;32;25;57;53;49;28;57;509
1521;1;2;Yellow;Tablets;Transible ;31.12;10;11;6;8;3;8;7;5;6;5;5;4;4;5;3;2;2;2;96
1522;2;2;Green;Accessories;Dynotri ;12.42;17;11;17;9;10;7;8;5;7;6;7;3;5;4;5;3;2;3;129
1523;3;2;Orange;Accessories;Transible ;6.17;22;29;22;18;16;12;20;11;12;10;11;11;7;9;5;4;5;5;229
1524;4;2;Blue;Tablets;Dynotri ;8.34;28;33;37;21;31;25;29;23;14;20;13;17;12;4;11;8;10;3;339
1525;5;2;Red;Tablets;Transible ;1.75;84;67;46;69;62;68;38;55;36;26;33;29;17;11;19;14;20;17;711
1526;1;3;Black;Kitchen;Dynotri ;30.31;5;4;6;6;5;6;4;4;4;3;5;3;4;5;6;3;6;7;86
1527;2;3;White;Games;Animity ;14.18;11;7;7;8;8;8;8;10;8;8;6;8;6;12;10;12;13;10;160
1528;3;3;Orange;Photography;Hyperive ;6.16;14;11;18;15;13;16;18;21;19;17;20;18;19;15;19;18;15;10;296
1529;4;3;Blue;Computers;Verer ;7.44;26;17;25;27;15;14;21;22;19;17;24;15;27;18;19;14;16;23;359
1530;5;3;Brown;Games;Outise ;7.32;33;43;36;36;41;39;18;50;48;43;30;21;29;28;31;41;27;29;623
1531;1;1;Brown;Television;Animity ;15.08;2;3;3;2;6;3;3;4;5;6;4;4;11;9;7;8;14;10;104
1532;2;1;White;Smart home;Outise ;6.46;3;2;3;4;6;7;7;6;8;5;5;6;6;12;13;14;17;15;139
1533;3;1;Gray;Sound;Mudeo ;6.39;7;7;6;8;4;12;10;6;9;15;20;19;14;17;28;28;28;28;266
1534;4;1;Blue;Kitchen;Outise ;7.92;9;7;11;10;18;15;16;13;18;23;16;28;34;29;24;42;41;35;389
1535;5;1;Brown;Television;Animity ;4.04;18;18;19;25;20;19;21;23;21;28;20;44;53;42;59;56;86;114;686
1536;1;2;Yellow;Tablets;Transible ;13.71;12;16;11;11;10;5;9;7;6;5;6;6;6;4;3;3;3;3;126
1537;2;2;White;Accessories;Kayosis;19.09;16;12;16;10;10;9;8;9;7;6;6;7;5;4;5;3;2;4;139
1538;3;2;Gray;Photography;Supranu ;9.29;25;24;23;27;18;25;15;16;16;18;10;9;8;10;7;4;6;5;266
1539;4;2;Blue;Kitchen;Hyperive ;4.64;49;34;33;27;39;25;21;16;14;23;14;19;13;15;10;12;7;8;379
1540;5;2;Red;Accessories;Transible ;4.37;54;88;39;59;53;14;42;39;14;30;24;12;22;16;11;16;9;15;557
1541;1;3;Yellow;Computers;Supranu ;17.94;8;4;6;6;8;9;8;5;7;7;6;6;8;9;11;5;8;10;131
1542;2;3;White;Computers;Verer ;1.15;10;7;10;13;13;10;11;8;11;9;14;12;4;15;12;12;9;11;191
1543;3;3;Gray;Computers;Mudeo ;2.34;16;12;13;13;18;19;16;17;17;16;10;13;13;9;17;12;13;19;263
1544;4;3;Blue;Telephone;Hyperive ;8.15;25;17;15;20;18;12;27;35;19;23;34;27;23;20;22;27;23;14;401
1545;5;3;Purple;Games;Octozzy ;1.84;58;48;76;62;60;52;47;34;79;66;67;75;49;76;39;43;74;71;1076
1546;1;1;Yellow;Sound;Animity ;49.23;2;3;1;2;3;2;3;4;2;3;5;3;6;3;6;8;7;5;68
1547;2;1;Green;Kitchen;Mudeo ;15.34;7;5;5;5;4;5;6;7;8;7;12;5;11;8;17;17;12;12;153
1548;3;1;Gray;Smart home;Supranu ;1.63;4;4;6;8;5;8;8;13;11;19;7;13;22;20;30;19;29;33;259
1549;4;1;Blue;Kitchen;Octozzy ;5.81;6;10;9;4;19;11;16;19;16;18;28;22;33;28;23;31;41;46;380
1550;5;1;Red;Sound;Outise ;1.49;24;22;36;30;41;69;65;50;68;58;51;67;76;80;72;99;87;166;1161
1551;1;2;Black;Photography;Transible ;18.36;9;6;7;4;7;3;6;6;4;6;5;3;2;3;2;2;2;1;78
1552;2;2;White;Tablets;Supranu ;23.65;17;10;15;13;10;4;6;7;10;7;7;5;5;3;3;3;3;2;130
1553;3;2;Orange;Kitchen;Transible ;9.2;37;20;22;21;17;8;9;12;14;10;5;6;4;7;7;6;4;3;212
1554;4;2;Blue;Tablets;Transible ;4.85;44;53;27;38;32;23;18;21;14;14;15;18;14;6;10;9;10;9;375
1555;5;2;Red;Tablets;Transible ;5.21;106;49;70;49;62;46;42;49;36;33;24;38;13;20;27;12;22;16;714
1556;1;3;Brown;Smart home;Dynotri ;15.22;10;6;5;7;7;6;9;7;6;7;12;6;7;6;6;10;7;6;130
1557;2;3;White;Games;Dynotri ;14.18;9;13;10;10;5;17;12;13;11;11;10;10;10;9;9;12;16;10;197
1558;3;3;Orange;Computers;Dynotri ;13.6;16;16;10;9;13;16;14;12;9;12;22;11;18;15;16;14;15;21;259
1559;4;3;Blue;Sound;Octozzy ;7.22;28;26;31;26;27;21;20;30;31;31;16;19;16;19;15;29;35;33;453
1560;5;3;Brown;Computers;Hyperive ;2.72;39;29;8;37;43;35;36;32;35;25;35;20;31;35;27;18;28;42;555
1561;1;1;Yellow;Kitchen;Animity ;24.92;2;2;2;2;2;3;3;4;4;8;3;6;6;9;6;4;10;10;86
1562;2;1;White;Kitchen;Octozzy ;10.44;3;4;5;6;5;6;6;4;7;12;14;11;14;15;10;15;15;20;172
1563;3;1;Gray;Sound;Animity ;8.94;4;6;7;5;8;5;9;10;13;9;15;12;14;20;25;17;21;29;229
1564;4;1;Black;Accessories;Mudeo ;8.33;8;11;7;12;8;14;13;13;9;23;21;19;22;23;26;29;23;28;309
1565;5;1;Red;Sound;Animity ;2.91;12;11;13;11;19;14;30;19;25;21;33;42;17;34;39;62;47;51;500
1566;1;2;Black;Tablets;Transible ;16.2;21;10;11;6;6;8;9;11;7;6;5;4;5;3;4;5;4;2;127
1567;2;2;Green;Photography;Hyperive ;22.09;23;17;12;15;14;11;14;9;8;9;8;10;7;6;4;6;6;4;183
1568;3;2;Orange;Sound;Kayosis;10.24;22;8;19;21;17;15;11;9;8;8;14;8;5;7;6;6;5;4;193
1569;4;2;Purple;Kitchen;Supranu ;8.36;63;36;45;23;39;34;25;27;28;18;18;17;17;10;16;13;12;8;449
1570;5;2;Brown;Accessories;Kayosis;3.3;45;53;43;55;30;42;50;28;29;29;26;23;20;20;18;17;14;17;559
1571;1;3;Yellow;Computers;Hyperive ;4.45;8;6;7;6;6;8;4;8;6;8;7;7;6;7;7;6;6;5;118
1572;2;3;Green;Telephone;Dynotri ;12.7;8;7;8;11;8;11;13;10;7;6;11;10;8;9;14;13;12;13;179
1573;3;3;Blue;Computers;Animity ;2.3;10;9;8;10;14;12;9;10;14;17;5;11;15;13;4;7;17;13;198
1574;4;3;Purple;Games;Animity ;8.39;16;21;20;19;21;17;23;18;23;26;26;13;17;19;22;24;20;16;361
1575;5;3;Red;Telephone;Dynotri ;2.62;45;52;47;34;45;43;33;30;42;38;47;47;50;51;53;40;38;38;773
1576;1;1;White;Television;Outise ;9.07;3;3;4;3;4;2;5;5;7;6;5;10;8;10;10;12;14;11;122
1577;2;1;Green;Sound;Animity ;4.92;4;2;4;4;6;5;4;9;6;7;12;10;14;9;14;17;23;20;170
1578;3;1;Orange;Television;Transible ;3.98;6;7;5;7;7;2;10;6;7;11;11;12;15;11;19;18;17;26;197
1579;4;1;Blue;Television;Mudeo ;2.25;10;9;8;16;14;10;16;14;23;17;14;26;15;33;28;36;51;57;397
1580;5;1;Brown;Television;Outise ;6.79;11;13;12;19;26;29;29;26;32;30;30;34;26;39;48;67;68;76;615
1581;1;2;Yellow;Photography;Dynotri ;21.98;8;10;7;3;8;5;4;5;7;4;3;3;3;5;2;3;2;2;84
1582;2;2;White;Kitchen;Supranu ;14.06;23;11;16;18;7;14;8;7;11;8;7;6;6;4;4;6;3;3;162
1583;3;2;Orange;Accessories;Transible ;18.08;34;15;20;27;22;13;8;14;5;9;7;11;4;8;6;6;6;5;220
1584;4;2;Purple;Accessories;Animity ;4.74;41;29;37;30;24;28;25;15;14;20;15;18;13;10;7;8;7;5;346
1585;5;2;Red;Television;Transible ;4.96;58;42;42;22;34;35;34;24;24;13;23;14;21;14;18;7;6;12;443
1586;1;3;Yellow;Telephone;Hyperive ;19.73;6;6;6;4;5;6;5;5;7;6;5;6;7;3;6;8;3;5;99
1587;2;3;White;Telephone;Supranu ;9.72;9;6;11;13;8;13;7;12;8;16;10;8;14;11;8;7;9;12;182
1588;3;3;Orange;Games;Verer ;11.85;16;13;12;10;18;16;23;14;13;3;12;13;13;12;9;22;20;14;253
1589;4;3;Purple;Computers;Dynotri ;5.64;27;13;20;20;30;15;22;20;21;32;16;22;27;26;17;24;14;32;398
1590;5;3;Brown;Kitchen;Dynotri ;2.04;19;23;35;23;35;30;18;27;34;29;17;21;42;20;33;37;24;22;489
1591;1;1;Yellow;Television;Octozzy ;40.31;1;1;1;1;1;1;1;2;2;2;3;1;1;3;2;2;4;4;33
1592;2;1;Green;Smart home;Outise ;15.45;4;2;5;3;6;5;6;5;8;5;11;7;10;8;17;11;14;18;145
1593;3;1;Yellow;Smart home;Octozzy ;5.48;7;11;7;6;7;8;14;16;13;11;9;20;13;21;23;19;20;34;259
1594;4;1;Blue;Television;Mudeo ;5.05;6;7;11;10;8;12;16;16;17;26;16;12;31;25;39;21;40;35;348
1595;5;1;Red;Kitchen;Animity ;3.61;11;14;10;27;26;20;25;19;40;43;34;38;53;42;18;64;38;46;568
1596;1;2;Black;Photography;Supranu ;47.72;10;9;9;6;8;6;5;5;3;2;3;4;4;2;3;3;3;2;87
1597;2;2;Green;Accessories;Kayosis;12.41;17;22;19;12;15;9;12;10;5;6;12;7;6;5;7;7;6;5;182
1598;3;2;Gray;Games;Kayosis;16.22;29;22;18;11;12;15;17;7;8;11;11;9;8;9;8;6;9;5;215
1599;4;2;Purple;Tablets;Verer ;6.44;61;31;29;27;32;27;22;31;19;17;21;18;10;15;14;16;4;4;398
1600;5;2;Brown;Kitchen;Transible ;1.31;94;93;73;49;77;64;57;66;25;40;46;20;30;29;21;24;26;16;850
1601;1;3;Black;Games;Hyperive ;29.64;6;4;6;5;6;5;3;5;6;3;2;5;6;6;7;5;4;5;89
1602;2;3;Gray;Telephone;Animity ;18.19;14;12;10;19;11;10;12;9;10;9;11;11;12;13;12;8;11;7;201
1603;3;3;Gray;Tablets;Verer ;8.24;13;17;7;14;13;24;15;15;15;16;6;25;12;6;12;19;12;15;256
1604;4;3;Brown;Games;Mudeo ;10.79;19;12;19;11;11;20;17;17;29;18;21;16;14;22;19;20;17;5;307
1605;5;3;Brown;Games;Supranu ;3.55;13;35;31;31;28;23;21;34;26;34;30;40;44;30;40;27;23;32;542
1606;1;1;Black;Sound;Octozzy ;14.8;4;2;3;5;5;5;3;5;4;6;6;7;10;10;7;13;15;14;124
1607;2;1;Green;Smart home;Animity ;15.37;4;7;5;6;6;6;9;8;13;11;16;12;14;11;21;18;11;14;192
1608;3;1;Orange;Sound;Outise ;11.59;7;8;6;6;6;11;9;12;13;16;11;14;11;17;20;18;32;27;244
1609;4;1;Purple;Kitchen;Octozzy ;2.48;9;10;9;8;9;12;12;8;19;12;18;23;23;26;28;31;33;30;320
1610;5;1;Red;Television;Mudeo ;3.01;11;10;14;18;18;16;21;19;37;23;26;46;43;47;33;62;52;66;562
1611;1;2;Black;Photography;Supranu ;2.12;10;14;9;9;12;7;10;6;4;6;5;6;5;5;5;4;3;3;123
1612;2;2;Green;Photography;Supranu ;8.21;16;18;16;18;18;17;18;12;10;7;10;7;10;8;5;6;5;3;204
1613;3;2;Gray;Photography;Supranu ;15.24;26;34;20;22;18;21;16;17;14;12;10;11;10;9;8;5;4;7;264
1614;4;2;Blue;Accessories;Kayosis;5.07;35;61;11;30;22;35;28;17;21;15;13;15;14;10;12;10;11;5;365
1615;5;2;Brown;Games;Kayosis;6.27;72;44;53;40;37;38;27;27;25;30;27;23;18;20;13;15;15;15;539
1616;1;3;Black;Games;Supranu ;11.11;6;4;6;5;5;6;5;7;6;3;3;8;4;6;7;5;2;5;93
1617;2;3;Green;Computers;Dynotri ;15.65;12;8;11;10;7;12;13;12;10;15;14;6;6;11;11;7;15;13;193
1618;3;3;Gray;Games;Dynotri ;9.1;19;13;16;18;17;15;19;15;14;19;21;15;10;19;12;12;12;13;279
1619;4;3;Yellow;Games;Dynotri ;1.36;17;23;22;28;16;22;26;12;17;15;19;29;19;22;21;16;33;24;381
1620;5;3;White;Telephone;Dynotri ;0.94;35;37;62;52;49;32;35;36;50;28;51;34;46;47;50;30;32;49;755
1621;1;1;Blue;Smart home;Outise ;50.43;1;1;1;1;1;1;2;2;2;3;3;2;3;3;3;4;5;8;46
1622;2;1;White;Smart home;Outise ;18.51;3;3;4;2;6;5;4;8;9;8;7;10;16;10;10;8;19;21;153
1623;3;1;Orange;Kitchen;Outise ;4.41;8;7;11;12;10;8;15;14;14;13;21;14;14;31;24;23;25;38;302
1624;4;1;Green;Kitchen;Transible ;9.82;6;9;7;13;15;10;11;22;15;15;14;24;37;39;32;41;30;33;373
1625;5;1;Brown;Kitchen;Octozzy ;2.31;17;15;30;28;33;33;26;33;33;45;49;49;66;63;52;49;102;43;766
1626;1;2;Black;Photography;Supranu ;58.78;11;8;6;5;6;7;6;5;5;4;3;2;3;3;2;2;3;2;83
1627;2;2;Green;Accessories;Kayosis;19.2;20;24;9;9;12;9;11;8;8;6;9;3;5;2;3;2;4;2;146
1628;3;2;Gray;Photography;Supranu ;9.55;15;32;26;28;10;21;19;12;12;13;5;10;8;11;7;7;5;6;247
1629;4;2;Brown;Tablets;Mudeo ;6.52;41;17;25;38;34;34;20;17;21;10;12;17;13;12;11;8;8;9;347
1630;5;2;Red;Television;Animity ;3.24;72;68;56;30;45;41;22;35;35;14;26;24;16;22;22;12;14;13;567
1631;1;3;Yellow;Games;Dynotri ;30.63;3;3;2;4;5;4;4;2;4;3;4;3;3;5;2;3;4;4;62
1632;2;3;Green;Computers;Verer ;1.67;14;5;6;12;9;9;11;8;10;10;10;10;8;9;19;13;9;12;184
1633;3;3;Orange;Telephone;Verer ;8.01;21;15;16;19;20;17;20;18;13;19;8;12;25;9;14;18;14;11;289
1634;4;3;Blue;Computers;Outise ;5.13;13;28;20;29;20;21;26;18;23;23;23;19;28;23;16;25;24;25;404
1635;5;3;Yellow;Computers;Verer ;2.95;34;29;41;38;46;41;35;29;48;53;33;50;29;22;24;34;29;46;661
1636;1;1;Black;Sound;Outise ;17.02;4;3;2;4;2;4;5;4;6;7;7;5;8;11;8;10;13;20;123
1637;2;1;Green;Kitchen;Octozzy ;16.8;5;6;8;6;7;6;8;6;9;14;9;8;16;14;18;18;22;28;208
1638;3;1;Orange;Smart home;Outise ;4.19;7;8;8;8;6;11;15;14;15;15;19;10;24;15;16;18;29;25;263
1639;4;1;Blue;Television;Mudeo ;6.55;8;8;10;9;8;16;15;15;15;19;17;14;25;29;34;23;29;45;339
1640;5;1;Red;Kitchen;Mudeo ;2.22;17;21;16;31;25;21;27;44;59;38;45;54;54;39;65;106;105;122;889
1641;1;2;Yellow;Accessories;Kayosis;71.79;6;7;5;4;4;4;3;2;2;2;1;2;2;2;2;1;1;2;52
1642;2;2;Green;Photography;Transible ;9.39;20;31;20;13;11;12;11;12;8;10;4;9;8;6;5;4;5;5;194
1643;3;2;Gray;Games;Supranu ;11.67;24;28;23;21;25;24;12;17;16;15;10;6;7;9;5;7;5;5;259
1644;4;2;Blue;Accessories;Supranu ;3.64;53;42;35;26;25;29;19;15;10;13;17;18;8;13;9;13;9;8;362
1645;5;2;Gray;Accessories;Transible ;5.7;64;80;31;53;44;60;36;37;34;30;22;22;13;14;16;17;10;7;590
1646;1;3;Yellow;Games;Hyperive ;44.31;5;6;3;6;4;2;3;5;4;4;4;4;5;5;5;6;3;4;78
1647;2;3;Blue;Computers;Dynotri ;10.57;8;10;12;7;6;4;10;6;7;7;10;8;9;6;10;11;9;9;149
1648;3;3;Gray;Computers;Animity ;19.58;10;10;13;13;7;12;12;15;16;12;9;8;9;12;10;14;13;14;209
1649;4;3;Purple;Telephone;Verer ;7.15;18;23;11;17;20;23;13;18;13;18;30;19;11;15;23;13;26;26;337
1650;5;3;Red;Computers;Verer ;4.95;28;31;28;37;38;23;41;26;38;30;39;26;21;36;24;33;29;21;549
1651;1;1;Yellow;Kitchen;Octozzy ;52.34;1;2;2;2;2;3;2;2;3;3;1;3;6;4;6;5;5;8;60
1652;2;1;Blue;Sound;Animity ;15.22;3;2;5;6;4;4;7;6;7;6;7;9;7;6;8;10;19;12;128
1653;3;1;Gray;Kitchen;Mudeo ;6.88;5;5;6;6;6;12;8;3;10;13;15;9;19;16;21;20;22;15;211
1654;4;1;Black;Games;Outise ;7.2;12;10;13;11;14;8;15;23;26;15;25;24;34;41;42;46;35;43;437
1655;5;1;Purple;Smart home;Outise ;7.58;8;8;17;18;11;22;17;27;23;26;28;43;41;19;44;46;57;44;499
1656;1;2;Black;Photography;Supranu ;102.79;4;2;2;3;4;2;2;2;1;2;2;1;1;1;1;1;1;1;33
1657;2;2;White;Tablets;Supranu ;7.37;24;25;21;14;14;14;12;10;10;6;9;5;7;6;8;4;6;5;200
1658;3;2;Gray;Accessories;Transible ;6.96;41;32;32;17;21;20;18;13;22;15;12;6;8;10;9;8;7;8;299
1659;4;2;Blue;Accessories;Animity ;6.12;46;37;20;27;18;26;24;19;17;21;15;12;16;9;7;9;10;8;341
1660;5;2;Brown;Accessories;Transible ;5.97;45;43;55;33;37;34;23;26;23;19;20;17;19;14;14;9;19;7;457
1661;1;3;Yellow;Telephone;Verer ;59.37;1;2;2;2;1;2;2;1;2;1;2;1;2;2;2;3;2;2;32
1662;2;3;Blue;Telephone;Transible ;13.07;6;8;10;11;13;8;9;12;11;11;11;10;8;9;9;14;8;8;176
1663;3;3;Gray;Games;Dynotri ;8.55;12;14;7;23;9;13;15;20;21;19;18;18;18;14;18;10;17;10;276
1664;4;3;Purple;Games;Verer ;3.53;19;16;14;17;18;12;15;13;19;12;11;23;23;24;14;20;20;16;306
1665;5;3;Brown;Games;Hyperive ;3.38;33;21;30;42;25;15;33;35;25;21;19;25;35;19;24;51;36;31;520
1666;1;1;Yellow;Television;Transible ;8.03;3;3;3;3;3;5;7;6;6;5;5;8;10;10;7;11;13;16;124
1667;2;1;Green;Television;Mudeo ;2.93;3;2;3;3;4;3;4;4;7;8;8;9;7;8;11;9;12;17;122
1668;3;1;Blue;Kitchen;Octozzy ;13;5;6;5;8;8;9;9;9;12;10;17;12;20;13;15;37;23;18;236
1669;4;1;Blue;Photography;Mudeo ;12.1;8;8;9;11;15;15;16;11;20;20;32;25;29;33;44;40;45;43;424
1670;5;1;Red;Smart home;Mudeo ;3.68;15;11;10;21;14;24;20;24;27;23;34;49;42;37;31;44;43;44;513
1671;1;2;Yellow;Photography;Kayosis;32.05;13;9;11;8;5;6;5;6;3;5;2;3;3;4;2;3;2;3;93
1672;2;2;Green;Accessories;Supranu ;12.45;13;18;15;12;10;10;6;8;8;8;6;7;4;4;4;4;3;2;142
1673;3;2;Purple;Tablets;Supranu ;7.98;24;32;19;17;17;20;19;19;15;9;5;12;10;10;7;7;8;6;256
1674;4;2;Brown;Photography;Supranu ;1.79;48;40;30;37;42;30;20;26;23;17;16;8;10;12;13;8;7;7;394
1675;5;2;Yellow;Photography;Kayosis;4.01;59;81;50;53;40;33;41;34;34;42;32;25;32;20;16;14;14;11;631
1676;1;3;Black;Tablets;Verer ;34.84;4;4;3;4;5;2;3;3;4;4;3;4;4;4;4;4;5;2;66
1677;2;3;Green;Games;Octozzy ;4.29;8;10;8;12;6;9;8;8;11;12;8;8;7;9;11;9;10;9;163
1678;3;3;Orange;Computers;Supranu ;5.95;20;13;15;16;19;12;15;16;20;15;15;17;19;24;21;20;12;23;312
1679;4;3;Blue;Sound;Hyperive ;9.42;20;15;24;23;22;20;27;29;18;22;17;19;15;29;19;19;21;9;368
1680;5;3;Brown;Telephone;Outise ;5.42;28;35;16;35;34;26;31;31;36;43;20;35;38;42;36;32;30;23;571
1681;1;1;Yellow;Television;Animity ;45.22;2;2;3;3;2;3;4;3;5;4;5;4;6;5;9;6;11;8;85
1682;2;1;White;Kitchen;Octozzy ;12.37;3;3;3;6;4;5;6;8;9;9;7;6;6;11;9;16;12;25;148
1683;3;1;Orange;Television;Octozzy ;7.98;4;5;8;6;10;8;11;9;10;13;10;20;18;25;27;13;22;30;249
1684;4;1;Purple;Smart home;Animity ;0.49;15;9;10;15;16;9;11;19;31;22;24;38;34;35;24;44;43;57;456
1685;5;1;Brown;Television;Mudeo ;3.36;19;22;19;17;32;31;38;41;56;30;51;39;57;96;94;104;101;84;931
1686;1;2;Yellow;Photography;Transible ;42.36;6;6;5;4;4;4;4;4;3;3;3;2;2;2;2;1;1;1;57
1687;2;2;Green;Photography;Hyperive ;3.21;19;26;12;21;11;12;14;13;13;11;7;5;7;6;5;5;4;5;196
1688;3;2;Orange;Accessories;Mudeo ;6.97;18;16;25;15;17;15;12;17;9;13;9;13;9;8;8;4;3;6;217
1689;4;2;Blue;Accessories;Supranu ;4.61;42;30;32;33;34;18;26;16;21;18;9;16;19;14;19;14;10;11;382
1690;5;2;Red;Tablets;Transible ;5.74;70;59;87;34;53;47;20;17;22;24;10;31;36;23;19;17;18;14;601
1691;1;3;Black;Games;Outise ;32.85;2;3;2;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;49
1692;2;3;Green;Computers;Verer ;21.41;11;13;11;10;10;9;9;8;10;10;7;7;11;8;11;10;10;5;170
1693;3;3;Orange;Kitchen;Verer ;15.59;13;15;13;14;12;10;17;8;12;15;17;16;16;15;12;10;14;14;243
1694;4;3;Blue;Telephone;Octozzy ;5.94;11;8;15;23;19;9;21;15;18;18;24;13;8;21;20;16;8;25;292
1695;5;3;Red;Telephone;Hyperive ;4.37;34;21;31;36;48;32;39;31;40;42;33;25;33;45;45;28;42;46;651
1696;1;1;Yellow;Kitchen;Animity ;12.1;3;2;4;5;2;4;4;4;6;5;5;7;10;11;11;9;12;9;113
1697;2;1;White;Smart home;Outise ;8.95;4;6;4;5;5;6;5;11;9;7;12;17;13;11;15;15;17;22;184
1698;3;1;Orange;Television;Mudeo ;10.31;5;8;5;9;7;7;10;14;16;19;10;19;24;15;24;24;27;18;261
1699;4;1;Purple;Television;Outise ;3.45;5;6;9;13;13;12;20;15;11;22;33;20;23;20;28;44;35;34;363
1700;5;1;Brown;Television;Outise ;2.55;11;17;20;19;18;25;34;22;38;40;40;43;52;56;37;47;57;49;625
1701;1;2;Yellow;Tablets;Kayosis;32.61;9;9;10;8;6;8;5;6;4;5;6;4;3;3;3;2;2;2;95
1702;2;2;Purple;Computers;Kayosis;9.94;21;14;12;19;13;15;16;7;7;10;8;7;5;6;5;7;4;5;181
1703;3;2;Gray;Photography;Kayosis;9.91;43;39;29;26;19;15;16;14;14;11;7;11;8;11;8;7;7;9;294
1704;4;2;Purple;Tablets;Kayosis;9.77;35;21;33;26;15;26;22;24;2;19;21;10;9;10;11;8;8;8;308
1705;5;2;Red;Tablets;Transible ;5.35;45;49;50;50;45;47;31;39;29;26;20;17;16;19;22;15;16;12;548
1706;1;3;Black;Telephone;Octozzy ;20.01;3;4;4;5;5;3;5;4;5;3;6;4;4;5;3;5;3;3;74
1707;2;3;White;Telephone;Animity ;15.35;15;12;10;10;8;4;13;14;11;12;13;13;11;7;15;9;11;13;201
1708;3;3;Orange;Games;Supranu ;4.99;14;13;13;22;16;15;12;22;14;10;17;27;15;12;22;17;11;22;294
1709;4;3;Blue;Photography;Outise ;10.62;21;13;17;22;20;21;18;19;16;19;18;16;17;20;25;16;26;15;339
1710;5;3;Brown;Computers;Dynotri ;1.88;27;38;30;39;38;32;32;27;44;37;36;42;36;41;38;33;23;35;628
1711;1;1;Yellow;Smart home;Animity ;28.66;1;1;1;1;2;1;1;2;3;3;2;3;4;4;4;4;5;6;48
1712;2;1;Green;Accessories;Octozzy ;5.54;3;4;5;4;5;7;10;10;8;10;10;7;19;14;14;9;21;10;170
1713;3;1;Orange;Kitchen;Mudeo ;15.7;4;4;8;4;7;8;9;12;6;12;12;15;19;12;19;16;21;28;216
1714;4;1;Purple;Smart home;Octozzy ;4.8;8;11;11;10;16;13;18;19;17;26;22;29;34;35;27;32;25;41;394
1715;5;1;Brown;Photography;Mudeo ;3.32;7;13;12;14;11;18;16;17;31;19;20;29;25;23;39;39;53;66;452
1716;1;2;Black;Games;Transible ;29.09;5;12;7;7;8;4;3;6;4;4;2;3;3;3;3;3;2;2;81
1717;2;2;Brown;Photography;Transible ;7.44;25;19;17;18;24;15;8;12;12;6;11;5;6;5;6;5;5;3;202
1718;3;2;Gray;Tablets;Supranu ;8.96;27;32;23;12;17;13;18;16;7;16;13;8;9;8;4;7;5;3;238
1719;4;2;Blue;Accessories;Verer ;0.65;21;31;24;35;22;17;21;21;13;14;17;14;7;12;8;11;6;3;297
1720;5;2;Brown;Television;Kayosis;5.35;63;39;52;29;37;32;47;21;12;25;25;20;8;17;21;13;8;13;482
1721;1;3;Blue;Sound;Outise ;24.09;6;3;8;7;6;5;5;6;5;7;5;5;5;5;5;4;5;6;98
1722;2;3;Green;Telephone;Supranu ;17.24;5;13;10;13;17;14;16;13;11;8;5;12;11;12;9;11;12;14;206
1723;3;3;Gray;Accessories;Verer ;13.06;9;15;11;15;14;17;17;14;9;8;13;15;17;15;15;9;7;13;233
1724;4;3;Gray;Computers;Dynotri ;5.06;23;25;20;30;21;27;25;20;22;28;24;24;24;17;26;24;25;35;440
